house_id,area_sqft,bedrooms,quality_score,age_years,neighbourhood,has_garage,price
H02227,1422,1,2.0,49.0,suburb,1,105400
H02228,1204,1,4.0,26.0,central,1,212700
H02229,1449,3,10.0,26.0,industrial,1,274300
H02230,652,1,6.0,7.0,industrial,1,122400
H02231,1007,1,8.0,36.0,suburb,1,227800
H02232,1325,1,4.0,5.0,suburb,0,211000
H02233,1990,3,6.0,22.0,central,0,367100
H02234,1300,2,,5.0,central,0,198400
H02235,1942,3,,16.0,central,1,442700
H02236,1614,4,3.0,29.0,riverside,0,309100
H02237,1019,2,4.0,2.0,suburb,1,140900
H02238,1102,1,8.0,15.0,suburb,1,333500
H02239,1061,2,10.0,43.0,riverside,0,453400
H02240,1282,3,4.0,45.0,suburb,1,145300
H02241,1756,4,10.0,8.0,suburb,1,599200
H02242,20860,4,7.0,17.0,central,0,1629050
H02243,985,2,2.0,17.0,suburb,1,169100
H02244,1697,2,9.0,6.0,riverside,1,410100
H02245,1052,2,7.0,23.0,central,1,247500
H02246,1410,2,10.0,,riverside,1,535900
H02247,1228,1,4.0,51.0,industrial,0,106000
H02248,1360,4,2.0,33.0,central,1,162100
H02249,1090,1,9.0,60.0,suburb,1,241400
H02250,1312,2,4.0,17.0,riverside,0,259500
H02251,3250,6,4.0,3.0,riverside,1,452600
H02252,1036,3,2.0,18.0,suburb,0,106300
H02253,1902,2,1.0,27.0,suburb,1,134300
H02254,1860,5,10.0,17.0,suburb,0,468300
H02255,1341,3,3.0,44.0,suburb,0,128600
H02256,1156,2,2.0,40.0,central,1,203300
H02257,1011,2,2.0,18.0,suburb,1,128500
H02258,1648,4,,5.0,central,1,416600
H02259,1511,2,6.0,31.0,central,1,326300
H02260,703,1,,44.0,riverside,0,179800
H02261,1046,3,4.0,9.0,central,1,206400
H02262,1015,2,4.0,21.0,central,1,158900
H02263,1277,4,8.0,19.0,suburb,1,246800
H02264,1985,3,5.0,37.0,suburb,1,341500
H02265,2245,4,1.0,34.0,industrial,1,119100
H02266,3107,5,3.0,66.0,industrial,1,260900
H02267,2076,4,10.0,24.0,suburb,1,432000
H02268,1655,2,7.0,43.0,suburb,1,298000
H02269,1690,3,7.0,12.0,central,0,426400
H02270,1070,3,,,central,0,184100
H02271,961,1,1.0,17.0,central,1,108200
H02272,2355,4,8.0,25.0,suburb,1,566500
H02273,1646,3,10.0,101.0,central,1,303900
H02274,1092,1,4.0,58.0,central,1,177200
H02275,14558,1,5.0,33.0,suburb,0,459110
H02276,1483,2,2.0,15.0,riverside,1,220500
H02277,2528,6,7.0,12.0,suburb,1,535600
H02278,2472,5,7.0,26.0,suburb,0,450900
H02279,1088,2,5.0,10.0,suburb,0,152700
H02280,2006,3,6.0,11.0,suburb,0,360800
H02281,1033,1,9.0,31.0,suburb,0,363200
H02282,810,2,7.0,18.0,suburb,1,287600
H02283,2517,5,2.0,22.0,central,1,344100
H02284,800,2,7.0,21.0,suburb,1,178800
H02285,1449,3,3.0,13.0,suburb,1,182000
H02286,978,1,3.0,45.0,central,1,163600
H02287,1256,2,6.0,75.0,suburb,0,130700
H02288,1393,1,8.0,,central,0,464000
H02289,1979,3,6.0,15.0,central,1,349600
H02290,1369,2,4.0,24.0,suburb,1,153000
H02291,3238,6,8.0,10.0,suburb,1,847000
H02292,1202,2,8.0,64.0,suburb,0,246500
H02293,1092,2,7.0,14.0,industrial,0,169300
H02294,1143,1,2.0,6.0,suburb,1,170500
H02295,1681,4,1.0,13.0,central,1,172500
H02296,2527,6,4.0,19.0,suburb,1,283800
H02297,2042,4,5.0,4.0,riverside,0,445000
H02298,1094,1,3.0,18.0,industrial,1,92600
H02299,3636,5,4.0,31.0,central,1,607000
H02300,864,1,6.0,5.0,riverside,1,214600
H02301,2646,5,7.0,71.0,suburb,0,443100
H02302,715,1,9.0,11.0,central,1,355300
H02303,2365,4,5.0,10.0,suburb,1,340700
H02304,1771,2,2.0,32.0,riverside,1,291900
H02305,1530,3,4.0,10.0,suburb,0,232200
H02306,2334,4,2.0,39.0,suburb,1,210500
H02307,1376,3,9.0,22.0,suburb,0,371500
H02308,675,1,5.0,14.0,central,1,219200
H02309,1302,3,3.0,40.0,riverside,0,235300
H02310,1194,2,7.0,45.0,suburb,1,211200
H02311,1721,4,8.0,29.0,central,1,394800
H02312,784,3,10.0,9.0,riverside,1,577300
H02313,1807,3,4.0,16.0,riverside,0,468500
H02314,2497,3,1.0,17.0,suburb,1,204800
H02315,1044,2,4.0,9.0,riverside,0,217400
H02316,1368,2,4.0,21.0,riverside,0,266900
H02317,1211,2,8.0,11.0,industrial,1,253400
H02318,1074,2,5.0,39.0,central,1,198800
H02319,1556,2,2.0,11.0,riverside,1,271100
H02320,3434,7,3.0,14.0,industrial,1,395000
H02321,1396,2,9.0,69.0,central,0,421100
H02322,1133,2,2.0,5.0,suburb,1,125700
H02323,1263,2,8.0,15.0,central,0,310700
H02324,1310,2,1.0,29.0,central,1,144400
H02325,970,1,8.0,25.0,central,0,403300
H02326,1654,3,9.0,7.0,suburb,0,350700
H02327,3167,6,1.0,19.0,riverside,0,418400
H02328,1553,3,10.0,18.0,suburb,0,466800
H02329,1409,2,10.0,20.0,central,1,643700
H02330,2070,3,9.0,20.0,central,0,664000
H02331,1588,2,8.0,10.0,riverside,1,494300
H02332,2037,3,9.0,41.0,riverside,0,692100
H02333,2536,4,,52.0,central,0,338900
H02334,2268,4,1.0,4.0,suburb,0,219200
H02335,1016,1,7.0,9.0,industrial,1,176000
H02336,5440,8,10.0,21.0,suburb,1,1912400
H02337,1982,2,,,riverside,0,319300
H02338,1815,3,2.0,17.0,suburb,1,248300
H02339,2130,4,,52.0,suburb,1,356400
H02340,899,1,2.0,14.0,suburb,1,94300
H02341,1604,2,5.0,43.0,riverside,0,277800
H02342,2308,4,6.0,26.0,industrial,0,192800
H02343,1739,3,8.0,10.0,suburb,1,590500
H02344,1993,4,4.0,18.0,suburb,1,278500
H02345,1086,2,4.0,11.0,suburb,0,189900
H02346,1481,3,10.0,49.0,riverside,1,667000
H02347,1146,2,,17.0,suburb,1,245600
H02348,1721,3,2.0,42.0,riverside,1,225100
H02349,3318,5,6.0,48.0,central,0,489200
H02350,3567,6,6.0,26.0,suburb,1,457900
H02351,1320,2,4.0,9.0,suburb,0,211300
H02352,2245,4,9.0,29.0,suburb,1,612400
H02353,3804,7,4.0,23.0,central,0,462900
H02354,406,1,3.0,6.0,riverside,1,201400
H02355,1953,2,5.0,21.0,central,1,335200
H02356,2213,4,9.0,63.0,central,1,451700
H02357,1675,3,9.0,55.0,suburb,0,281400
H02358,1310,2,9.0,22.0,central,0,451800
H02359,1311,3,7.0,9.0,central,0,453100
H02360,1178,2,,7.0,suburb,1,286500
H02361,698,1,4.0,25.0,riverside,0,184200
H02362,1344,2,7.0,53.0,industrial,0,214700
H02363,1772,2,6.0,30.0,suburb,0,235700
H02364,1908,3,7.0,10.0,suburb,1,354100
H02365,1713,3,8.0,14.0,central,1,514800
H02366,1095,1,3.0,56.0,suburb,0,116200
H02367,1589,2,8.0,94.0,riverside,0,256100
H02368,1648,4,10.0,30.0,suburb,1,464200
H02369,1210,2,9.0,39.0,suburb,1,294000
H02370,1818,3,7.0,3.0,central,1,360600
H02371,1399,2,,8.0,suburb,0,188300
H02372,1270,2,5.0,3.0,central,1,310100
H02373,2503,6,8.0,15.0,central,1,580200
H02374,1176,1,6.0,1.0,central,0,296900
H02375,1447,2,9.0,10.0,suburb,1,435100
H02376,2722,4,1.0,24.0,industrial,0,105500
H02377,1169,3,8.0,26.0,industrial,1,224200
H02378,1172,2,8.0,37.0,suburb,1,289000
H02379,1199,3,10.0,29.0,suburb,1,299300
H02380,888,1,,26.0,central,1,153900
H02381,1673,3,5.0,29.0,industrial,1,198700
H02382,1510,3,8.0,10.0,central,1,359900
H02383,3157,5,3.0,47.0,central,0,319400
H02384,1782,4,3.0,54.0,central,0,260700
H02385,3403,6,8.0,51.0,suburb,1,400400
H02386,827,2,5.0,27.0,suburb,1,156000
H02387,1426,3,10.0,18.0,suburb,1,350900
H02388,1036,2,,20.0,suburb,0,392900
H02389,1471,3,1.0,29.0,suburb,0,137500
H02390,832,1,7.0,44.0,industrial,0,152600
H02391,1195,1,9.0,10.0,suburb,1,311800
H02392,1412,2,1.0,18.0,riverside,1,214200
H02393,2614,5,8.0,30.0,central,1,842100
H02394,2193,3,9.0,10.0,suburb,1,540800
H02395,2516,5,1.0,28.0,suburb,1,186200
H02396,1293,1,6.0,16.0,suburb,1,285400
H02397,1015,2,3.0,13.0,riverside,1,140200
H02398,1371,2,7.0,9.0,riverside,1,340100
H02399,1329,1,7.0,16.0,industrial,1,258500
H02400,2986,4,6.0,18.0,industrial,1,473200
H02401,1077,2,4.0,24.0,industrial,1,122700
H02402,1968,2,2.0,21.0,central,0,227500
H02403,895,1,2.0,15.0,suburb,1,98000
H02404,1082,2,1.0,6.0,central,1,139600
H02405,1477,2,3.0,74.0,suburb,0,108400
H02406,1308,2,8.0,46.0,central,0,315100
H02407,1232,3,8.0,25.0,central,1,374800
H02408,848,2,7.0,21.0,riverside,1,294600
H02409,626,1,9.0,51.0,industrial,1,151500
H02410,1486,2,9.0,20.0,suburb,1,396500
H02411,2002,4,4.0,32.0,suburb,1,187800
H02412,2776,5,4.0,2.0,central,1,520100
H02413,1400,2,1.0,15.0,industrial,0,113000
H02414,1199,2,8.0,42.0,suburb,1,283700
H02415,15838,1,1.0,34.0,suburb,1,382540
H02416,1740,2,10.0,21.0,central,1,669000
H02417,1177,2,9.0,37.0,suburb,1,254600
H02418,1721,3,5.0,40.0,suburb,1,221200
H02419,1612,3,10.0,12.0,suburb,1,365000
H02420,1634,2,6.0,34.0,central,1,319200
H02421,1449,2,9.0,14.0,suburb,0,260700
H02422,2655,4,3.0,5.0,central,0,356500
H02423,2088,5,2.0,11.0,suburb,1,164700
H02424,2103,4,9.0,28.0,suburb,1,292600
H02425,2005,3,5.0,18.0,suburb,0,385800
H02426,1912,3,6.0,23.0,industrial,1,192600
H02427,1864,4,9.0,18.0,riverside,0,597700
H02428,2893,4,7.0,14.0,riverside,0,705000
H02429,1172,3,5.0,59.0,central,1,226400
H02430,1087,3,7.0,29.0,suburb,1,282900
H02431,1799,4,,55.0,suburb,1,377000
H02432,2182,5,2.0,54.0,suburb,1,149300
H02433,1246,3,5.0,28.0,central,0,250900
H02434,5415,8,8.0,87.0,suburb,1,1031800
H02435,1713,3,,8.0,central,0,147000
H02436,2024,4,,10.0,riverside,0,307900
H02437,1459,2,6.0,13.0,suburb,1,233900
H02438,707,1,3.0,31.0,suburb,1,123100
H02439,2002,4,2.0,36.0,industrial,1,109700
H02440,1653,4,1.0,61.0,suburb,0,88400
H02441,1130,2,5.0,15.0,central,1,244500
H02442,1326,3,1.0,29.0,suburb,1,84700
H02443,1069,3,7.0,52.0,central,1,236300
H02444,2549,3,7.0,17.0,central,1,562700
H02445,967,2,9.0,6.0,suburb,0,380900
H02446,2072,4,1.0,20.0,central,1,219200
H02447,1757,2,4.0,18.0,central,0,386400
H02448,1928,3,7.0,6.0,riverside,0,729400
H02449,1559,3,9.0,35.0,central,0,440100
H02450,1584,3,9.0,85.0,suburb,1,278300
H02451,966,2,,17.0,riverside,0,117800
H02452,2047,3,8.0,26.0,central,0,645700
H02453,1564,2,3.0,,suburb,1,228600
H02454,570,1,8.0,24.0,suburb,1,263000
H02455,1034,2,10.0,30.0,suburb,1,436700
H02456,1725,3,4.0,5.0,industrial,0,241400
H02457,1214,2,6.0,35.0,central,0,257600
H02458,831,3,2.0,32.0,suburb,0,114100
H02459,982,1,6.0,13.0,central,1,249300
H02460,1007,1,3.0,15.0,riverside,1,166100
H02461,1392,2,6.0,30.0,suburb,1,337900
H02462,2189,3,10.0,35.0,industrial,1,383400
H02463,1564,2,1.0,60.0,riverside,1,143900
H02464,1725,3,10.0,17.0,industrial,1,427700
H02465,984,2,2.0,17.0,suburb,1,98700
H02466,2331,3,3.0,22.0,suburb,1,189600
H02467,1302,2,10.0,8.0,riverside,0,504800
H02468,1544,3,10.0,6.0,riverside,0,858300
H02469,1852,2,10.0,63.0,central,0,532700
H02470,1527,3,2.0,,suburb,1,176600
H02471,1421,2,3.0,,central,1,169400
H02472,1052,2,3.0,6.0,suburb,1,137700
H02473,792,1,1.0,43.0,central,0,86700
H02474,1025,3,6.0,32.0,suburb,1,162400
H02475,1400,1,,44.0,riverside,0,286700
H02476,2314,3,8.0,31.0,suburb,0,389100
H02477,1324,2,1.0,23.0,suburb,1,132300
H02478,1462,2,5.0,35.0,suburb,0,186700
H02479,1496,3,5.0,41.0,central,0,253500
H02480,2530,4,10.0,19.0,suburb,0,600300
H02481,2421,5,3.0,11.0,suburb,0,335900
H02482,1269,2,8.0,18.0,suburb,1,373600
H02483,2118,4,4.0,12.0,suburb,1,314900
H02484,1528,3,8.0,26.0,central,1,356000
H02485,1311,2,5.0,20.0,suburb,1,237600
H02486,1566,3,2.0,23.0,industrial,0,139000
H02487,2313,5,4.0,17.0,suburb,1,254500
H02488,968,1,6.0,28.0,central,0,311900
H02489,3549,5,3.0,14.0,suburb,0,424600
H02490,2206,3,9.0,39.0,central,1,810800
H02491,996,1,4.0,26.0,riverside,0,263900
H02492,1242,3,7.0,7.0,central,0,334000
H02493,1002,2,4.0,42.0,riverside,1,156700
H02494,1758,3,1.0,21.0,suburb,1,102700
H02495,1595,3,1.0,11.0,suburb,0,141000
H02496,1279,1,8.0,40.0,central,1,399400
H02497,1365,1,6.0,8.0,suburb,1,241400
H02498,1275,3,,33.0,central,1,137500
H02499,2564,3,2.0,47.0,industrial,1,163400
H02500,1312,2,5.0,81.0,central,1,167600
H02501,749,1,7.0,17.0,suburb,0,249800
H02502,923,2,5.0,23.0,suburb,1,168000
H02503,3297,6,2.0,32.0,suburb,1,308400
H02504,1405,1,3.0,62.0,central,1,144900
H02505,1315,2,7.0,22.0,suburb,1,288700
H02506,1443,2,5.0,48.0,industrial,1,191700
H02507,1842,3,3.0,15.0,suburb,1,169900
H02508,1119,2,1.0,52.0,suburb,0,75900
H02509,1743,4,,20.0,suburb,1,588600
H02510,1557,1,1.0,8.0,riverside,1,172800
H02511,2140,3,5.0,42.0,central,0,398700
H02512,1510,2,7.0,20.0,industrial,1,283900
H02513,2196,3,6.0,,riverside,1,464600
H02514,500,2,5.0,11.0,suburb,0,160500
H02515,1963,3,4.0,33.0,industrial,1,168200
H02516,829,2,10.0,9.0,suburb,1,326200
H02517,1205,2,4.0,18.0,suburb,1,174000
H02518,1918,3,,11.0,central,1,500600
H02519,1362,1,9.0,26.0,central,1,348500
H02520,2598,4,10.0,16.0,central,1,868600
H02521,2728,5,6.0,29.0,suburb,1,559500
H02522,635,1,2.0,54.0,central,1,88700
H02523,1031,2,9.0,20.0,suburb,1,334700
H02524,1022,2,6.0,60.0,suburb,1,161900
H02525,1627,4,1.0,44.0,riverside,0,198600
H02526,3071,4,8.0,17.0,riverside,1,904200
H02527,1714,2,5.0,8.0,suburb,1,269400
H02528,1371,2,8.0,9.0,suburb,1,399000
H02529,804,2,6.0,26.0,suburb,0,223100
H02530,1303,2,2.0,11.0,industrial,1,90200
H02531,1530,2,3.0,,riverside,0,268600
H02532,1229,4,2.0,20.0,industrial,0,134400
H02533,1319,2,8.0,19.0,industrial,1,251000
H02534,2662,5,,48.0,suburb,1,168800
H02535,1951,3,6.0,2.0,central,0,398700
H02536,1651,3,4.0,33.0,central,1,299600
H02537,2686,4,3.0,17.0,central,1,461900
H02538,1286,3,4.0,16.0,suburb,1,142700
H02539,2032,4,6.0,2.0,central,1,389600
H02540,1326,1,3.0,12.0,riverside,1,197500
H02541,1120,2,6.0,3.0,central,0,234300
H02542,1210,2,1.0,8.0,central,1,169600
H02543,781,1,8.0,18.0,suburb,0,229500
H02544,1445,1,1.0,14.0,central,1,166300
H02545,1462,2,9.0,12.0,suburb,1,419700
H02546,3825,7,7.0,62.0,riverside,1,733100
H02547,2560,5,3.0,60.0,suburb,0,364600
H02548,1239,2,7.0,13.0,riverside,1,351900
H02549,733,2,3.0,27.0,central,1,170300
H02550,1776,2,4.0,47.0,industrial,0,153200
H02551,1093,1,8.0,7.0,industrial,1,195200
H02552,1942,3,5.0,31.0,suburb,1,221500
H02553,1168,2,1.0,19.0,central,0,105300
H02554,2434,5,9.0,55.0,central,1,697900
H02555,1078,2,9.0,21.0,riverside,1,500900
H02556,3253,6,9.0,9.0,industrial,1,823300
H02557,1384,3,5.0,7.0,suburb,0,213600
H02558,931,1,6.0,40.0,central,0,278200
H02559,1490,3,4.0,22.0,riverside,0,265300
H02560,566,2,6.0,61.0,suburb,1,86900
H02561,1289,1,4.0,26.0,riverside,0,234400
H02562,1828,4,2.0,13.0,central,1,244200
H02563,2111,3,8.0,26.0,central,1,348800
H02564,1610,3,2.0,28.0,central,1,201900
H02565,2980,5,,18.0,central,0,630000
H02566,1800,4,7.0,25.0,suburb,0,220000
H02567,2328,4,7.0,11.0,riverside,1,802600
H02568,3114,4,6.0,56.0,central,1,602200
H02569,553,1,9.0,10.0,riverside,1,398500
H02570,1934,3,10.0,27.0,central,1,674800
H02571,2329,3,6.0,18.0,central,1,428700
H02572,1676,4,9.0,9.0,suburb,1,413200
H02573,1480,3,5.0,31.0,riverside,1,304600
H02574,2026,3,5.0,15.0,central,0,341900
H02575,1610,1,2.0,18.0,suburb,0,108900
H02576,1549,3,1.0,36.0,suburb,0,152500
H02577,2074,3,2.0,17.0,riverside,0,269300
H02578,1841,2,3.0,60.0,riverside,0,172100
H02579,1477,2,8.0,27.0,suburb,1,332300
H02580,1649,2,9.0,11.0,suburb,1,398500
H02581,2650,4,8.0,5.0,suburb,1,560200
H02582,1759,3,7.0,30.0,central,1,303100
H02583,1300,2,6.0,47.0,central,1,223500
H02584,1985,2,6.0,24.0,suburb,0,267100
H02585,1981,4,8.0,5.0,suburb,1,416800
H02586,1897,3,3.0,20.0,central,1,389600
H02587,1796,4,,6.0,suburb,1,437000
H02588,1899,3,10.0,67.0,riverside,1,531500
H02589,1123,1,2.0,24.0,central,1,136200
H02590,1808,3,7.0,19.0,suburb,0,293500
H02591,1271,2,,14.0,riverside,1,370400
H02592,1593,2,3.0,14.0,central,1,304400
H02593,1557,3,7.0,14.0,central,0,375900
H02594,4496,7,10.0,16.0,central,1,1903900
H02595,2569,5,2.0,8.0,riverside,1,448900
H02596,1507,3,3.0,16.0,industrial,1,109500
H02597,954,3,,36.0,suburb,1,281600
H02598,2519,4,2.0,49.0,central,0,173700
H02599,3452,5,6.0,79.0,suburb,1,361600
